UID,Fullname,Version,Insurance
725,Jeff Lynch,2.6,Kemper
482,Kyle Hines,2.9,Travelers
764,Rosa Norton,2.2,Auto-Owners Insurance
466,Sam Warren,2.0,Kemper
909,Johnny Copeland,2.7,Progressive
606,Susie Greer,2.1,Progressive
775,Georgie Quinn,2.4,Progressive
045,Lettie Cunningham,4.0,Kemper
645,Chase Romero,2.9,State Farm
306,Sylvia George,3.0,USAA
945,Blanche Dunn,2.9,Travelers
997,Maud Powell,1.5,Allstate Corp
952,Lulu Rivera,2.5,USAA
447,Violet Massey,1.0,Progressive
048,Cory Jenkins,2.4,Auto-Owners Insurance
707,Peter Hanson,2.3,USAA
450,Derrick Gonzalez,1.5,Progressive
503,Stanley Steele,1.2,Allstate Corp
464,Donald Soto,2.2,Progressive
474,Leroy Bush,2.9,USAA
056,Nina Roy,2.6,Allstate Corp
695,Janie Mills,3.0,Auto-Owners Insurance
863,Juan Ray,3.0,State Farm
549,Maria Welch,2.7,USAA
315,Maud Olson,2.2,Auto-Owners Insurance
269,Kenneth Jensen,2.4,Progressive
965,Edwin Dennis,2.3,Allstate Corp
641,Louis Simpson,2.3,Liberty Mutual
412,Katie Bridges,1.5,Travelers
587,Ricky Taylor,2.6,Kemper
042,Seth Ryan,4.0,State Farm
066,Katharine Sutton,1.1,Travelers
185,Marcus Young,2.6,Allstate Corp
089,John Griffith,1.1,USAA
919,Calvin Martin,2.4,Liberty Mutual
326,Sue Farmer,2.6,Auto-Owners Insurance
927,Minerva Delgado,3.0,Kemper
836,Frederick Howell,3.0,USAA
634,Tillie Chambers,2.2,Progressive
949,Bernard Poole,4.0,Allstate Corp
586,Alvin Paul,2.1,USAA
046,Alma Armstrong,1.2,Allstate Corp
811,Dorothy Alvarado,1.1,Liberty Mutual
891,Matthew Hanson,4.0,Allstate Corp
661,Garrett Hamilton,2.3,Allstate Corp
213,Edith Hunter,1.5,State Farm
843,Ray McGuire,1.0,Liberty Mutual
715,Jerry Jacobs,2.2,Travelers
598,Dennis Holloway,1.2,USAA
617,David Hampton,1.2,Travelers
180,Danny Gibbs,2.0,Liberty Mutual
899,Cory Lynch,2.0,USAA
983,Roy Massey,1.2,Auto-Owners Insurance
812,Lela Walton,2.9,USAA
130,Kenneth Ramos,1.2,Progressive
922,Lela Morrison,2.9,Travelers
888,Marion Romero,4.0,Liberty Mutual
978,Barbara Wise,1.0,Kemper
600,Rosie Waters,2.4,Progressive
900,Ivan Bailey,4.0,Kemper
536,Lucy Gill,1.3,Allstate Corp
945,Willie Webster,1.5,Auto-Owners Insurance
442,Russell Kelly,2.6,Auto-Owners Insurance
193,Randall Rose,3.0,Liberty Mutual
866,Sarah Young,2.4,Liberty Mutual
244,Floyd Dunn,4.0,State Farm
499,Jared Nguyen,2.1,Progressive
366,Timothy McGuire,2.1,State Farm
026,Christopher Richards,1.1,Travelers
226,Cordelia French,1.0,State Farm
822,Virginia Norris,4.0,State Farm
024,Josephine Brown,4.0,Travelers
495,William Maxwell,1.2,Liberty Mutual
522,Steven McCoy,2.9,Progressive
064,Chase Sharp,2.3,Allstate Corp
625,Susan Cain,2.0,Kemper
776,Jack Watkins,2.4,Kemper
928,Victoria Byrd,2.9,Travelers
797,Tommy Sharp,2.9,Progressive
027,Evan Clark,1.2,State Farm
628,Tony Weber,1.3,Kemper
504,Seth Long,2.3,Progressive
737,Andrew Weaver,2.1,USAA
172,Corey Oliver,3.0,Auto-Owners Insurance
553,Jay Ruiz,2.0,Travelers
140,Victor McCarthy,2.9,State Farm
108,Lawrence Black,2.2,Travelers
622,Vernon Moran,3.0,Progressive
603,Mildred Alvarado,2.9,Kemper
121,Shawn Page,2.6,Kemper
998,Shane Malone,2.9,Kemper
789,Howard Schmidt,2.7,Liberty Mutual
683,Darrell Grant,2.3,Kemper
782,Loretta Matthews,2.5,State Farm
582,John Wong,1.2,State Farm
695,Derek Harvey,2.2,Kemper
693,Iva Hamilton,2.1,Liberty Mutual
373,Marion Oliver,3.0,Liberty Mutual
602,Winnie Walker,4.0,USAA
806,Augusta Snyder,2.1,Allstate Corp
191,Roger Roberson,2.3,Progressive
796,Jerry Price,2.1,Kemper
132,Margaret Newman,2.7,Liberty Mutual
123,Effie Montgomery,4.0,State Farm
826,Genevieve Mathis,1.3,Allstate Corp
203,Jeff Erickson,1.5,Allstate Corp
060,Helena Hammond,1.0,Kemper
041,Eunice Rhodes,2.0,Liberty Mutual
911,Maude Nunez,2.9,Progressive
122,Clarence Paul,1.2,Liberty Mutual
737,Ora Hogan,1.2,State Farm
547,Dylan Webster,2.1,USAA
468,Herbert Pope,2.7,Auto-Owners Insurance
274,Alexander Andrews,2.5,Progressive
368,Mae Hill,2.5,Progressive
395,Julian Hogan,2.5,USAA
887,Florence Hart,1.5,Allstate Corp
582,Ellen Leonard,2.3,Progressive
143,Adeline Lowe,2.9,State Farm
194,Myrtie Moran,2.1,State Farm
153,Jacob Harrison,2.4,Liberty Mutual
678,Nicholas Hodges,1.0,Liberty Mutual
232,Miguel Robinson,3.0,Travelers
028,Harriet Anderson,2.5,Progressive
428,Rebecca George,2.2,Kemper
788,Samuel Santos,2.2,Auto-Owners Insurance
360,Raymond Bass,1.5,State Farm
061,Jackson McGuire,2.3,Kemper
618,Sally Townsend,2.3,Kemper
592,Larry Simon,1.3,Auto-Owners Insurance
002,Micheal Byrd,2.2,Progressive
888,Ollie Brewer,4.0,State Farm
488,Jeremy Pratt,2.6,Travelers
843,Emily Watson,2.0,Travelers
543,Curtis Reese,2.6,Allstate Corp
877,Alice Meyer,2.4,USAA
111,Eliza Medina,1.3,Auto-Owners Insurance
294,Iva Moore,2.2,Progressive
149,Gussie Lewis,1.0,Allstate Corp
300,Frank Reid,3.0,Travelers
173,Lillie Cruz,2.2,Allstate Corp
756,Hannah Lee,2.1,Progressive
911,Jerome Griffin,1.5,Kemper
635,Hallie Gutierrez,2.5,Allstate Corp
405,Irene Valdez,2.6,Liberty Mutual
307,Chester Boone,2.1,Liberty Mutual
748,Luella Stone,2.3,USAA
998,Zachary Cox,2.7,State Farm
104,Maude Wilkerson,2.4,Progressive
629,Billy Townsend,2.0,Kemper
698,Eunice Quinn,2.6,State Farm
183,Victor Austin,2.6,Kemper
043,Arthur Reeves,2.1,Progressive
034,Rebecca French,2.0,Auto-Owners Insurance
749,Dean Frank,1.5,Progressive
449,John Leonard,2.2,Allstate Corp
726,Dollie Anderson,1.3,Auto-Owners Insurance
055,Noah Baldwin,2.6,Allstate Corp
803,Vera Goodman,1.3,USAA
280,Derrick Patton,4.0,Progressive
136,Maude Jefferson,1.2,Travelers
181,Rodney Maldonado,2.6,Auto-Owners Insurance
771,Joseph Hale,2.3,Kemper
915,Landon Boyd,2.2,Travelers
046,Elnora Lambert,2.9,USAA
754,Cole Bowen,1.3,USAA
046,Winnie Floyd,2.5,Liberty Mutual
202,Chad Briggs,2.4,Travelers
634,Floyd Lee,2.2,Auto-Owners Insurance
514,George Wheeler,1.1,Allstate Corp
390,Lester Hale,2.3,Travelers
791,Stella Hubbard,2.9,Liberty Mutual
316,Emma Bridges,2.2,State Farm
974,Jacob Reed,2.9,Travelers
861,Susie Schwartz,2.3,Progressive
435,Stephen Santos,2.1,Auto-Owners Insurance
947,Cecelia Farmer,1.5,Allstate Corp
341,Paul Fisher,2.4,Liberty Mutual
938,Vera Lyons,2.4,Travelers
214,Agnes Duncan,2.4,Auto-Owners Insurance
067,Leonard Olson,2.2,USAA
555,Caroline Roberts,2.1,State Farm
479,Herman Beck,2.7,Progressive
194,Eddie Moody,4.0,Travelers
531,Russell Wagner,2.6,Allstate Corp
285,Alta Sharp,2.5,Allstate Corp
295,Nell Gill,1.5,Kemper
565,Elva Ramos,2.5,Liberty Mutual
998,Theodore Gibson,2.0,USAA
494,Helena Soto,1.2,Liberty Mutual
926,Daniel Fleming,2.1,Progressive
730,Verna Newton,4.0,State Farm
530,Jared Taylor,1.1,Progressive
815,Claudia Glover,2.1,Liberty Mutual
018,Max Washington,2.9,State Farm
267,Lena Greer,1.2,Kemper
670,Martha Johnston,2.4,Auto-Owners Insurance
435,Jorge Barnes,1.5,Progressive
457,Bill Byrd,2.0,Allstate Corp
363,Ricardo Wade,2.5,Kemper
321,Ellen Hanson,2.3,Liberty Mutual
169,Christian Garza,2.0,Progressive
400,Walter Houston,3.0,Liberty Mutual
785,Luis Moran,1.2,Travelers
790,Herman Williams,2.5,Liberty Mutual
133,Thomas Byrd,1.0,Travelers
467,Danny Soto,1.1,USAA
607,Nannie Singleton,1.5,Allstate Corp
069,Cole Jefferson,1.1,Auto-Owners Insurance
512,Winifred Pittman,1.2,Liberty Mutual
622,Myrtie Weber,2.1,USAA
380,Joshua Freeman,2.0,Kemper
729,Della McCoy,2.9,Travelers
880,Jesse Ramos,2.4,USAA
491,Bertha Wilson,1.5,USAA
052,Henrietta White,2.3,Travelers
188,Myrtle Bass,2.5,Kemper
966,Lee Brown,2.3,Progressive
894,Hettie Craig,1.2,Allstate Corp
376,Philip Williams,1.3,Liberty Mutual
619,Aiden Mann,1.1,Auto-Owners Insurance
447,Carlos Drake,1.5,Auto-Owners Insurance
405,Corey Gonzales,1.0,Progressive
846,Chase Walker,1.0,USAA
475,Flora Owens,2.2,Auto-Owners Insurance
246,Maud Dixon,1.1,Allstate Corp
495,Willie Burns,3.0,Travelers
816,Jayden Poole,1.3,Kemper
097,Jay Hunt,2.5,State Farm
264,Bertie Tucker,2.0,USAA
470,Scott Lawrence,2.6,Kemper
747,Francis Smith,2.1,Travelers
342,Abbie Douglas,1.5,Liberty Mutual
397,Owen Howard,2.2,Progressive
247,Rose Farmer,2.6,Auto-Owners Insurance
516,Trevor Rowe,2.3,Auto-Owners Insurance
613,Lettie Burton,2.0,Allstate Corp
973,Jorge Olson,1.3,Liberty Mutual
894,Mamie Cox,1.5,Auto-Owners Insurance
707,Linnie Hampton,2.6,Travelers
675,Jared Rhodes,2.9,State Farm
517,Lulu Love,2.5,USAA
011,Elijah Hampton,2.5,Progressive
794,Winnie Patton,2.0,Auto-Owners Insurance
508,Eva Larson,2.4,USAA
712,Augusta Miller,1.1,Progressive
906,Jacob Cole,3.0,State Farm
919,Lizzie Duncan,1.0,Travelers
805,Kevin Benson,2.4,State Farm
109,Chad Soto,2.1,Liberty Mutual
663,Lida Bowers,2.9,Travelers
184,Ricardo Silva,1.2,Liberty Mutual
425,Hattie Briggs,2.5,Liberty Mutual
067,Eleanor Wood,2.5,Kemper
411,Mark Clark,1.2,Allstate Corp
687,Susan Lawrence,2.7,Allstate Corp
611,Harriett Flowers,1.5,Kemper
228,Flora Mack,2.7,Travelers
294,Roger Cruz,1.0,Travelers
932,Clarence McLaughlin,2.9,Liberty Mutual
090,Mario Williams,2.6,Auto-Owners Insurance
422,Fanny Curry,2.0,Liberty Mutual
140,Irene Tucker,3.0,Auto-Owners Insurance
935,Christine Marshall,2.3,Allstate Corp
500,Rosa Gray,2.0,Allstate Corp
144,Brett Briggs,2.9,USAA
508,Harriet Vega,2.6,Allstate Corp
033,Edwin Wolfe,1.3,Auto-Owners Insurance
936,Jared Cross,2.4,Progressive
511,Hannah Carr,2.6,Allstate Corp
672,Jeremy Neal,1.1,Allstate Corp
837,Roger Holt,3.0,Travelers
171,Ola Welch,2.3,Liberty Mutual
126,Jason Medina,4.0,Progressive
748,Nancy Vargas,2.0,Progressive
959,Anthony Frazier,4.0,Progressive
162,Willie Foster,4.0,Liberty Mutual
551,Marcus Morrison,3.0,Progressive
037,Chad Campbell,2.6,Travelers
966,Bradley Simpson,2.5,Auto-Owners Insurance
660,Gilbert Keller,2.6,Kemper
264,Cecelia Martin,2.3,Liberty Mutual
658,Nancy Underwood,4.0,USAA
523,Ada Flores,2.9,Liberty Mutual
890,Isaiah Goodwin,2.9,Progressive
214,Barbara Morrison,3.0,Kemper
259,Mable Munoz,4.0,State Farm
142,Leroy Ortiz,2.3,Travelers
478,Luella Wright,1.3,Kemper
061,Alice Rhodes,3.0,Auto-Owners Insurance
662,Sadie Morales,1.3,Travelers
086,Sophie Hopkins,2.1,Progressive
514,Michael Matthews,2.7,USAA
752,Lena Bowen,1.2,Auto-Owners Insurance
333,Adrian Houston,2.3,Liberty Mutual
091,Blanche Manning,1.3,Allstate Corp
259,Leila Bell,1.0,Progressive
111,Iva Steele,2.3,Auto-Owners Insurance
937,Tommy Hodges,2.2,USAA
539,Alex McCormick,1.2,Travelers
210,Cole Fields,2.2,Travelers
029,Lou Guerrero,3.0,Auto-Owners Insurance
677,Alfred Garcia,3.0,Progressive
480,Frances Smith,2.1,Progressive
993,Cody Cain,1.1,Travelers
071,Mason Schultz,3.0,State Farm
998,Lilly Mills,2.6,Travelers
907,Ethel Santos,2.1,Liberty Mutual
007,Winnie Dunn,2.4,Kemper
942,Jessie Wagner,1.1,USAA
371,Ethan Holt,1.0,Travelers
064,Alice Knight,2.2,Auto-Owners Insurance
367,Elva Maldonado,2.3,Progressive
791,Douglas Austin,2.2,Liberty Mutual
332,Alan Bradley,2.7,Liberty Mutual
671,Ollie Todd,2.5,State Farm
723,Marc Sandoval,2.7,Liberty Mutual
072,Lydia Underwood,3.0,Allstate Corp
418,Sophie Chambers,2.3,State Farm
776,Marc Bryant,2.9,Kemper
095,Jason Frazier,1.2,Kemper
553,Estelle Becker,2.9,Allstate Corp
649,Bobby Lynch,2.5,Auto-Owners Insurance
750,Kevin Clark,1.1,USAA
544,Daisy Pratt,2.2,USAA
179,Olga Hayes,2.7,Travelers
419,Dustin Watts,1.3,State Farm
299,Elva Hill,2.6,Liberty Mutual
267,Clayton Sutton,2.0,Travelers
346,Chad Yates,2.9,USAA
084,Austin Roberson,1.5,Auto-Owners Insurance
301,Edgar Robertson,2.3,Travelers
215,Hulda Cannon,2.6,State Farm
572,Mae Clayton,2.2,State Farm
404,Roy McKinney,2.1,Auto-Owners Insurance
363,Ina Morgan,2.2,Allstate Corp
262,Herman Patrick,2.9,Allstate Corp
913,Alma Rios,1.0,Kemper
233,Rhoda Wilkins,1.1,Travelers
685,Jeffrey Moore,3.0,State Farm
291,Ida Lynch,2.7,State Farm
266,Jesus Snyder,2.4,Allstate Corp
062,Verna Cooper,2.1,Travelers
958,Travis Keller,2.1,Allstate Corp
975,Erik Osborne,2.4,Liberty Mutual
840,Mathilda Atkins,1.2,USAA
228,Trevor Arnold,1.3,Auto-Owners Insurance
554,Addie Cannon,1.0,State Farm
246,Oscar Simon,1.1,Travelers
381,Wayne Brock,2.7,USAA
099,Steven White,1.0,USAA
262,Sara Padilla,4.0,Liberty Mutual
903,Francisco Lee,2.0,State Farm
868,Jordan Freeman,2.7,State Farm
724,Lettie Caldwell,1.1,Progressive
092,Peter Gray,3.0,Auto-Owners Insurance
309,Christine Luna,2.0,Kemper
017,Hannah Burgess,2.6,State Farm
104,Clyde Hanson,2.6,Allstate Corp
839,Brian Alvarez,4.0,State Farm
699,Alan Russell,3.0,Allstate Corp
579,Ethel Lowe,2.5,USAA
662,Earl Johnston,1.2,USAA
163,Alice Ortega,2.2,Auto-Owners Insurance
051,Lee Stewart,2.0,Progressive
364,Roger Santos,1.1,Travelers
952,Kevin Joseph,1.0,Travelers
874,Georgia Martinez,3.0,USAA
135,Lucille Craig,2.7,Auto-Owners Insurance
668,Mayme Walters,2.6,Auto-Owners Insurance
592,Allen Santiago,2.4,Kemper
710,Travis Massey,2.2,State Farm
143,Jacob Wise,2.9,Travelers
849,Ricardo Little,2.3,Kemper
778,Dustin Gregory,1.2,Auto-Owners Insurance
507,Leona Flowers,1.3,Progressive
414,Alan Tate,1.1,Kemper
352,Russell Hopkins,2.2,Liberty Mutual
478,Nellie Miles,1.0,Travelers
462,Amy Jones,2.7,Allstate Corp
329,Rosetta Burns,1.2,Auto-Owners Insurance
554,Ella Oliver,1.5,Liberty Mutual
036,Lawrence Burgess,2.5,Auto-Owners Insurance
700,Aaron Barnes,1.5,Auto-Owners Insurance
004,Erik Salazar,2.3,Travelers
709,Ollie Carlson,2.2,Progressive
995,Andre Rivera,2.0,State Farm
083,Jane Young,4.0,Progressive
483,Leon Walker,1.3,State Farm
960,Nettie Warren,1.2,Kemper
706,Marian Hardy,2.2,Travelers
193,Eric Riley,3.0,Kemper
868,Joel Buchanan,2.1,Kemper
271,Amanda Bell,2.4,USAA
097,Nathaniel Cole,1.0,Kemper
583,Lulu Gibson,2.1,State Farm
634,Jane Carlson,1.0,USAA
064,Jesse Perkins,1.5,State Farm
295,Leon Schmidt,4.0,State Farm
502,Hettie Ward,2.4,Auto-Owners Insurance
161,Alvin Underwood,4.0,Travelers
107,Mark Ramsey,2.1,Kemper
039,Esther Henry,2.5,Travelers
136,Linnie Carpenter,2.7,Allstate Corp
827,Walter Zimmerman,1.3,Travelers
829,Nora Harvey,3.0,Auto-Owners Insurance
822,Josephine Simmons,4.0,State Farm
731,Abbie Russell,1.1,Travelers
252,Brian McLaughlin,1.5,Liberty Mutual
968,Lawrence Cross,2.1,State Farm
032,Jacob Glover,1.2,State Farm
235,Lina Perez,2.2,USAA
496,Hettie Mills,2.3,Allstate Corp
337,Alejandro Robertson,2.3,Liberty Mutual
127,Tommy Welch,2.9,Kemper
214,Ethan Gray,1.0,Progressive
233,Lulu McGuire,1.1,Auto-Owners Insurance
326,Esther Oliver,1.0,Allstate Corp
739,Gussie McCarthy,4.0,Allstate Corp
862,Cory Jackson,2.6,Auto-Owners Insurance
786,Paul Gonzales,1.5,State Farm
967,Hester Guzman,1.3,Progressive
965,Antonio Campbell,2.9,Progressive
085,Bill Ross,2.0,Progressive
270,Carrie Schmidt,1.0,State Farm
831,Marc Carter,1.1,Travelers
296,Terry Dawson,2.1,Liberty Mutual
951,Lois Leonard,2.2,Progressive
839,Cody Cole,2.9,State Farm
851,Jackson Bradley,1.5,Kemper
095,Nora Hughes,2.6,Liberty Mutual
178,Glen Hawkins,2.0,Progressive
669,Cameron Welch,1.3,Progressive
816,Jon Lewis,2.2,Kemper
991,Mina Abbott,2.5,Progressive
556,Esther Reyes,1.0,Progressive
065,Phoebe Holt,4.0,Liberty Mutual
495,Richard Fletcher,1.1,Kemper
112,Rose Klein,3.0,Allstate Corp
465,Steve Moody,2.5,Kemper
974,Allie Wagner,2.6,Allstate Corp
266,Eleanor Underwood,2.5,Progressive
957,Hulda Howell,1.3,Allstate Corp
346,Ethan Webster,2.1,USAA
836,Marion Banks,2.4,Kemper
397,Alexander Hernandez,1.0,Auto-Owners Insurance
945,Francis Norton,2.9,Allstate Corp
384,Billy Ward,1.5,Auto-Owners Insurance
074,Thomas Garza,2.4,Auto-Owners Insurance
750,Randy McLaughlin,1.3,Auto-Owners Insurance
410,Laura Young,1.2,Allstate Corp
157,Marguerite Butler,3.0,State Farm
642,Rose Page,2.4,State Farm
958,Mildred Griffin,2.5,Kemper
033,Leonard Perkins,1.2,Liberty Mutual
119,Celia Larson,1.2,State Farm
909,Theodore Walsh,1.3,Auto-Owners Insurance
770,Myrtle Hammond,1.5,Liberty Mutual
688,Sallie Fields,2.3,Progressive
366,Emma Berry,2.9,Progressive
680,Lee Estrada,4.0,Liberty Mutual
301,Dennis Bailey,2.7,USAA
467,Julian Marshall,4.0,Progressive
381,John Bennett,1.5,Auto-Owners Insurance
883,Lura Rowe,1.5,Kemper
100,Leila Phillips,2.4,State Farm
773,Tommy Moore,1.0,Allstate Corp
045,Kate Moore,4.0,Allstate Corp
772,Cole Hale,2.9,State Farm
300,Bertha Craig,1.5,Auto-Owners Insurance
505,Lois Jones,2.3,Kemper
810,Joe Garner,1.2,Kemper
945,Alejandro McCoy,2.9,USAA
594,Lilly Daniels,2.5,Kemper
188,Virgie Alexander,1.1,Kemper
266,Steve Simon,2.7,Auto-Owners Insurance
545,Blake Parker,1.5,Auto-Owners Insurance
865,Kathryn Fletcher,1.5,Kemper
054,Helen Burns,1.2,Kemper
493,Logan Taylor,1.2,State Farm
184,Maurice Clark,2.1,Progressive
972,Alvin Walker,2.9,Travelers
297,Lida Nash,3.0,State Farm
107,Beulah Sims,2.5,Liberty Mutual
580,Genevieve Daniel,4.0,Allstate Corp
743,Garrett Pierce,2.2,Kemper
574,Blanche Bell,2.5,Liberty Mutual
891,Alan Santiago,3.0,Progressive
558,Edna Wright,2.2,State Farm
646,Rebecca Bush,2.6,Allstate Corp
962,Tony Newton,1.3,Progressive
526,Mike Buchanan,2.5,Auto-Owners Insurance
725,Larry Rose,2.3,USAA
376,Clara Schultz,2.9,USAA
943,Rosie Rodgers,2.4,Progressive
080,Christopher Curry,1.5,Progressive
322,Mario Wells,4.0,Progressive
245,Logan Vasquez,1.0,State Farm
780,Luis Wolfe,2.4,Progressive
086,Nathan Gonzalez,1.0,Travelers
261,Sarah McKinney,1.2,Kemper
904,Alma Morton,2.6,State Farm
461,Laura Lee,3.0,Liberty Mutual
945,Lester Warner,1.0,Progressive
612,Garrett Warner,1.0,Kemper
268,Ivan Wood,1.1,USAA
621,Katherine Manning,1.2,Liberty Mutual
481,Susie Bishop,1.3,USAA
797,Kyle Ford,2.1,State Farm
555,Terry Lindsey,4.0,Kemper
199,Alfred McDaniel,2.1,State Farm
935,Margaret Duncan,1.5,Kemper
164,Elnora Moreno,2.6,Allstate Corp
774,Jason Clarke,3.0,Kemper
285,Nathaniel Baker,2.0,Progressive
932,Manuel Copeland,3.0,Auto-Owners Insurance
620,Hettie Allison,2.7,Travelers
444,Christina Brown,1.3,State Farm
441,Ronnie Lawson,2.5,Kemper
082,Jared Horton,2.2,State Farm
312,Margaret Baker,1.5,Allstate Corp
844,Alex Riley,2.7,Allstate Corp
507,Cornelia Gibson,3.0,Liberty Mutual
928,Maud Ellis,2.9,Allstate Corp
555,Lewis Carr,2.3,Travelers
422,Verna Phillips,2.1,Kemper
864,Theresa Byrd,2.0,Auto-Owners Insurance
837,Maud Hubbard,2.6,USAA
002,Lena Todd,4.0,Liberty Mutual
553,Esther Evans,2.6,Liberty Mutual
881,Clayton Howard,2.7,Auto-Owners Insurance
413,Francis Stewart,1.2,USAA
932,Winifred Rice,2.2,Allstate Corp
332,Lora Fisher,2.9,State Farm
993,Eva May,1.0,Kemper
934,Alberta Medina,2.0,Progressive
736,Todd Pearson,2.3,Allstate Corp
542,Dennis Rodriquez,4.0,USAA
382,Annie Moody,2.1,Allstate Corp
513,Timothy Reeves,2.1,State Farm
342,Eunice Hall,2.3,State Farm
932,Jackson Garza,2.4,Kemper
345,Edwin Herrera,2.0,Allstate Corp
797,Ronnie Brooks,2.9,State Farm
324,Derrick Simpson,2.1,Kemper
857,Martin Kelley,1.5,USAA
562,Peter Freeman,2.1,Allstate Corp
993,Cameron Morris,2.2,Travelers
001,Elizabeth Harmon,1.0,Auto-Owners Insurance
806,Harry Jackson,2.1,Progressive
475,Adam Bailey,1.3,Liberty Mutual
177,Isabel Greer,1.0,Progressive
062,Tom Meyer,1.5,Progressive
969,Edward Garcia,2.9,Allstate Corp
224,Tillie Moran,4.0,State Farm
000,Andrew Huff,2.3,USAA
050,Vera Schmidt,1.2,Kemper
831,Bertha Carlson,2.2,Auto-Owners Insurance
860,Theresa Perry,3.0,USAA
791,Donald Morgan,2.5,Kemper
769,Olivia Morris,1.1,USAA
208,Duane Foster,1.1,Auto-Owners Insurance
401,Clyde McGee,4.0,Allstate Corp
916,Cameron Saunders,2.0,Liberty Mutual
847,Maggie McCarthy,2.9,Travelers
544,Harriett Parker,4.0,Auto-Owners Insurance
364,Logan Goodman,1.3,Progressive
563,Gerald Tucker,2.0,Travelers
637,Jacob Collier,2.6,Auto-Owners Insurance
453,Lilly Perkins,2.6,Allstate Corp
463,Gavin Reid,2.5,Travelers
025,Jennie Bowman,2.1,Kemper
145,Olive Potter,2.9,State Farm
259,Maude Andrews,2.4,USAA
133,Ina Drake,1.3,Auto-Owners Insurance
931,Nell Adams,3.0,Progressive
158,Thomas Lynch,2.1,Progressive
881,Adrian Chambers,2.5,USAA
533,Nettie Hanson,1.3,State Farm
883,Alejandro Morton,1.5,USAA
989,Benjamin Ball,2.6,USAA
032,Calvin Hill,2.9,Allstate Corp
551,Francisco Oliver,2.0,Travelers
608,Zachary Bryant,1.1,Auto-Owners Insurance
240,Elmer Brown,3.0,Travelers
729,Manuel Beck,2.0,Progressive
638,Jeanette Hill,2.7,Liberty Mutual
277,Andre French,1.3,Liberty Mutual
850,Victor Kennedy,2.7,Allstate Corp
769,Annie Leonard,2.7,Travelers
404,Johnny Copeland,2.9,Kemper
607,Nettie Swanson,2.5,USAA
420,Jean Page,1.3,USAA
532,Aaron Collier,1.0,Kemper
439,Richard Torres,2.7,Auto-Owners Insurance
923,Ricky Bates,2.5,Kemper
201,Jay Hale,2.0,Kemper
048,Jordan Hansen,2.3,Allstate Corp
485,Polly Pearson,2.9,State Farm
958,Lela Richards,2.2,State Farm
524,Claudia Lowe,2.9,State Farm
991,Rebecca Frazier,1.1,State Farm
609,Norman Newton,1.2,Kemper
874,Brian Luna,1.0,Auto-Owners Insurance
867,Louise Ramos,2.5,State Farm
107,Lydia Wise,2.7,Kemper
481,Oscar Harper,3.0,USAA
716,Minerva Moore,1.5,USAA
983,Walter Clarke,2.1,State Farm
663,Georgia Jennings,2.4,USAA
404,Glenn Hicks,1.2,Liberty Mutual
019,Juan Garza,4.0,Progressive
142,Anne Lane,2.6,State Farm
691,Agnes Carr,2.4,Kemper
694,Fannie Aguilar,2.3,State Farm
006,Flora Wise,1.5,USAA
786,Richard Evans,1.3,Allstate Corp
949,Polly Roberts,1.5,Liberty Mutual
933,Carl Frazier,2.6,Kemper
276,Abbie Peterson,2.5,State Farm
158,Ethel Henderson,2.7,Liberty Mutual
383,Harriett Strickland,4.0,Auto-Owners Insurance
075,Christopher White,2.5,Kemper
645,Jorge Vega,2.0,USAA
342,Glenn Fields,1.3,Auto-Owners Insurance
063,Willie McKinney,2.5,Liberty Mutual
272,Oscar Owens,2.3,Allstate Corp
295,Maria Hamilton,1.0,Progressive
778,Claudia Owens,4.0,Kemper
222,Violet Bowman,2.2,Progressive
370,Warren Reid,1.2,Progressive
068,Leona Arnold,2.1,State Farm
390,Glen Boone,2.9,Auto-Owners Insurance
202,Rose Hall,1.2,USAA
382,Maurice Parks,2.9,Kemper
741,Dale Olson,1.1,Progressive
525,Winifred Burns,2.3,Travelers
741,Luke Fernandez,1.5,Progressive
263,Lena Franklin,2.1,Allstate Corp
132,Chris Hale,2.4,Kemper
990,Jessie Perez,1.3,Liberty Mutual
041,Henrietta Roberts,2.2,USAA
757,Bertie Rios,4.0,Auto-Owners Insurance
065,Christian Walsh,4.0,Kemper
210,Johnny James,1.0,Kemper
960,Lou Foster,2.3,Auto-Owners Insurance
429,Kyle Daniel,2.0,Progressive
370,Genevieve Smith,1.5,Allstate Corp
362,Augusta Waters,2.3,USAA
663,Andre Perez,1.2,USAA
251,William Bowers,1.2,Liberty Mutual
589,Lucile Doyle,1.1,Kemper
753,Eugenia Howard,2.5,State Farm
779,Jim Campbell,2.6,Progressive
939,Loretta Dixon,1.1,Auto-Owners Insurance
529,Hallie Mendez,2.6,Kemper
783,Viola Lawrence,2.2,Auto-Owners Insurance
936,Etta Martinez,1.1,Liberty Mutual
537,Eugene Peters,1.0,Liberty Mutual
243,Lois Wells,1.5,USAA
094,Jorge Martinez,1.1,Kemper
357,Glen Turner,2.2,Auto-Owners Insurance
696,Dylan Alexander,1.3,Kemper
269,Roxie Wagner,3.0,Travelers
647,Fred Perkins,2.2,Allstate Corp
821,Lora Ellis,2.3,Kemper
936,Rose Chavez,2.1,Travelers
682,Cody Clayton,2.7,Kemper
547,Janie Patterson,1.1,Progressive
432,Marian Kelly,2.6,USAA
612,Vernon Colon,1.3,Allstate Corp
872,Katherine Cortez,1.2,State Farm
856,Delia Singleton,1.1,Allstate Corp
